날짜,시군구지역코드,발생건수(건)
2023-10-05,44150,167
2023-10-05,44180,229
2023-10-05,44200,372
2023-10-05,44210,163
2023-10-05,44230,147
2023-10-05,44250,54
2023-10-05,44270,252
2023-10-05,44710,102
2023-10-05,44760,100
2023-10-05,44770,118
2023-10-05,44790,54
2023-10-05,44800,195
2023-10-05,44810,115
2023-10-05,44825,107
2023-10-05,45111,392
2023-10-05,45113,416
2023-10-05,45130,327
2023-10-05,45140,352
2023-10-05,45180,172
2023-10-05,45190,139
2023-10-05,45210,64
2023-10-05,45710,133
2023-10-05,45720,46
2023-10-05,45730,45
2023-10-05,45740,32
2023-10-05,45750,47
2023-10-05,45770,74
2023-10-05,45790,100
2023-10-05,45800,118
2023-10-05,46110,229
2023-10-05,46130,572
2023-10-05,46150,358
2023-10-05,46170,223
2023-10-05,46230,275
2023-10-05,46710,85
2023-10-05,46720,59
2023-10-05,46730,29
2023-10-05,46770,65
2023-10-05,46780,46
2023-10-05,46790,71
2023-10-05,46800,47
2023-10-05,46810,23
2023-10-05,46820,144
2023-10-05,46830,78
2023-10-05,46840,135
2023-10-05,46860,53
2023-10-05,46870,99
2023-10-05,46880,31
2023-10-05,46890,66
2023-10-05,46900,51
2023-10-05,46910,47
2023-10-05,47111,281
2023-10-05,47113,389
2023-10-05,47130,354
2023-10-05,47150,185
2023-10-05,47170,250
2023-10-05,47190,493
2023-10-05,47210,194
2023-10-05,47230,181
2023-10-05,47250,117
2023-10-05,47280,117
2023-10-05,47290,302
2023-10-05,47730,68
2023-10-05,47750,37
2023-10-05,47760,16
2023-10-05,47770,91
